Description,Torque,Ratio,Efficiency,Weight,Inertia,Shaft,Price
"Planetary gearhead GPX 26 LZ Ø26 mm, 2-stage",2.25,21 : 1,78,95,1.31,26,134.73
"Planetary gearhead GPX 26 LZ Ø26 mm, 2-stage",2.25,26 : 1,78,95,1.31,26,134.73
"Planetary gearhead GPX 26 LZ Ø26 mm, 2-stage",2.25,28 : 1,78,95,1.31,26,134.73
"Planetary gearhead GPX 26 LZ Ø26 mm, 2-stage",2.25,35 : 1,78,95,1.31,26,134.73
"Planetary gearhead GPX 26 LZ Ø26 mm, 3-stage",4.5,62 : 1,75,100,1.28,26,155.91
"Planetary gearhead GPX 26 LZ Ø26 mm, 3-stage",4.5,83 : 1,75,100,1.28,26,155.91
"Planetary gearhead GPX 32 Ø32 mm, 3-stage",5,103 : 1,75,230,7.55,32,164
"Planetary gearhead GPX 32 Ø32 mm, 3-stage",5,111 : 1,75,230,7.55,32,164
"Planetary gearhead GPX 32 Ø32 mm, 3-stage",5,138 : 1,75,230,7.55,32,164
"Planetary gearhead GPX 32 Ø32 mm, 3-stage",5,150 : 1,75,230,7.55,32,164
"Planetary gearhead GPX 32 Ø32 mm, 3-stage",5,172 : 1,75,230,7.55,32,164
"Planetary gearhead GPX 32 Ø32 mm, 3-stage",5,186 : 1,75,230,7.55,32,164
"Planetary gearhead GPX 32 Ø32 mm, 3-stage",5,231 : 1,75,230,7.55,32,164
"Planetary gearhead GPX 32 Ø32 mm, 1-stage",1.25,3.9 : 1,90,140,8.01,32,105.09
"Planetary gearhead GPX 32 Ø32 mm, 1-stage",1.25,5.3 : 1,90,140,8.01,32,105.09
"Planetary gearhead GPX 32 Ø32 mm, 2-stage",2.9,16 : 1,78,180,7.92,32,129.64
"Planetary gearhead GPX 32 Ø32 mm, 2-stage",2.9,21 : 1,78,180,7.92,32,129.64
"Planetary gearhead GPX 32 Ø32 mm, 2-stage",2.9,26 : 1,78,180,7.92,32,129.64
"Planetary gearhead GPX 32 Ø32 mm, 2-stage",2.9,28 : 1,78,180,7.92,32,129.64
"Planetary gearhead GPX 32 Ø32 mm, 2-stage",2.9,35 : 1,78,180,7.92,32,129.64
"Planetary gearhead GPX 32 Ø32 mm, 3-stage",5,62 : 1,75,230,7.55,32,164
"Planetary gearhead GPX 32 Ø32 mm, 3-stage",5,83 : 1,75,230,7.55,32,164
"Planetary gearhead GPX 32 C Ø32 mm, 3-stage",6.6,103 : 1,75,230,7.92,32,200.18
"Planetary gearhead GPX 32 C Ø32 mm, 3-stage",6.6,111 : 1,75,230,7.92,32,200.18
"Planetary gearhead GPX 32 C Ø32 mm, 3-stage",6.6,138 : 1,75,230,7.92,32,200.18
"Planetary gearhead GPX 32 C Ø32 mm, 3-stage",6.6,150 : 1,75,230,7.92,32,200.18
"Planetary gearhead GPX 32 C Ø32 mm, 3-stage",6.6,172 : 1,75,230,7.92,32,200.18
"Planetary gearhead GPX 32 C Ø32 mm, 3-stage",6.6,186 : 1,75,230,7.92,32,200.18
"Planetary gearhead GPX 32 C Ø32 mm, 3-stage",6.6,231 : 1,75,230,7.92,32,200.18
"Planetary gearhead GPX 32 C Ø32 mm, 1-stage",1.6,3.9 : 1,90,140,10.2,32,126.82
"Planetary gearhead GPX 32 C Ø32 mm, 1-stage",1.6,5.3 : 1,90,140,10.2,32,126.82
"Planetary gearhead GPX 32 C Ø32 mm, 2-stage",3.8,16 : 1,78,180,7.92,32,158.55
"Planetary gearhead GPX 32 C Ø32 mm, 2-stage",3.8,21 : 1,78,180,7.92,32,158.55
"Planetary gearhead GPX 32 C Ø32 mm, 2-stage",3.8,26 : 1,78,180,7.92,32,158.55
"Planetary gearhead GPX 32 C Ø32 mm, 2-stage",3.8,28 : 1,78,180,7.92,32,158.55
"Planetary gearhead GPX 32 C Ø32 mm, 2-stage",3.8,35 : 1,78,180,7.92,32,158.55
"Planetary gearhead GPX 32 C Ø32 mm, 3-stage",6.6,62 : 1,75,230,7.92,32,200.18
"Planetary gearhead GPX 32 C Ø32 mm, 3-stage",6.6,83 : 1,75,230,7.92,32,200.18
"Planetary gearhead GPX 32 HP Ø32 mm, 3-stage",8,103 : 1,65,270,9.96,32,215.64
"Planetary gearhead GPX 32 HP Ø32 mm, 3-stage",8,111 : 1,65,270,9.96,32,215.64
"Planetary gearhead GPX 32 HP Ø32 mm, 3-stage",8,138 : 1,65,270,9.96,32,215.64
"Planetary gearhead GPX 32 HP Ø32 mm, 3-stage",8,150 : 1,65,270,9.96,32,215.64
"Planetary gearhead GPX 32 HP Ø32 mm, 3-stage",8,172 : 1,65,270,9.96,32,215.64
"Planetary gearhead GPX 32 HP Ø32 mm, 3-stage",8,186 : 1,65,270,9.96,32,215.64
"Planetary gearhead GPX 32 HP Ø32 mm, 3-stage",8,231 : 1,65,270,9.96,32,215.64
"Planetary gearhead GPX 32 HP Ø32 mm, 4-stage",9,243 : 1,55,280,9.63,32,240.18
"Planetary gearhead GPX 32 HP Ø32 mm, 4-stage",9,326 : 1,55,280,9.63,32,240.18
"Planetary gearhead GPX 32 HP Ø32 mm, 4-stage",9,406 : 1,55,280,9.63,32,240.18
"Planetary gearhead GPX 32 HP Ø32 mm, 4-stage",9,439 : 1,55,280,9.63,32,240.18
"Planetary gearhead GPX 32 HP Ø32 mm, 4-stage",9,546 : 1,55,280,9.63,32,240.18
"Planetary gearhead GPX 32 HP Ø32 mm, 4-stage",9,590 : 1,55,280,9.63,32,240.18
"Planetary gearhead GPX 32 HP Ø32 mm, 4-stage",9,679 : 1,55,280,9.63,32,240.18
"Planetary gearhead GPX 32 HP Ø32 mm, 4-stage",9,734 : 1,55,280,9.63,32,240.18
"Planetary gearhead GPX 32 HP Ø32 mm, 4-stage",9,794 : 1,55,280,9.63,32,240.18
"Planetary gearhead GPX 32 HP Ø32 mm, 4-stage",9,913 : 1,55,280,9.63,32,240.18
"Planetary gearhead GPX 32 HP Ø32 mm, 4-stage",9,987 : 1,55,280,9.63,32,240.18
"Planetary gearhead GPX 32 HP Ø32 mm, 4-stage",9,1135 : 1,55,280,9.63,32,240.18
"Planetary gearhead GPX 32 HP Ø32 mm, 4-stage",9,1227 : 1,55,280,9.63,32,240.18
"Planetary gearhead GPX 32 HP Ø32 mm, 4-stage",9,1526 : 1,55,280,9.63,32,240.18
"Planetary gearhead GPX 32 HP Ø32 mm, 2-stage",4,16 : 1,76,230,13,32,188
"Planetary gearhead GPX 32 HP Ø32 mm, 2-stage",4,21 : 1,76,230,13,32,188
"Planetary gearhead GPX 32 HP Ø32 mm, 2-stage",4,26 : 1,76,230,13,32,188
"Planetary gearhead GPX 32 HP Ø32 mm, 2-stage",4,28 : 1,76,230,13,32,188
"Planetary gearhead GPX 32 HP Ø32 mm, 2-stage",4,35 : 1,76,230,13,32,188
"Planetary gearhead GPX 32 HP Ø32 mm, 3-stage",8,62 : 1,65,270,9.96,32,215.64
"Planetary gearhead GPX 32 HP Ø32 mm, 3-stage",8,83 : 1,65,270,9.96,32,215.64
"Planetary gearhead GPX 32 LN Ø32 mm, 3-stage",4,103 : 1,75,230,7.55,32,178.55
"Planetary gearhead GPX 32 LN Ø32 mm, 3-stage",4,111 : 1,75,230,7.55,32,178.55
"Planetary gearhead GPX 32 LN Ø32 mm, 3-stage",4,138 : 1,75,230,7.55,32,178.55
"Planetary gearhead GPX 32 LN Ø32 mm, 3-stage",4,150 : 1,75,230,7.55,32,178.55
"Planetary gearhead GPX 32 LN Ø32 mm, 3-stage",4,172 : 1,75,230,7.55,32,178.55
"Planetary gearhead GPX 32 LN Ø32 mm, 3-stage",4,186 : 1,75,230,7.55,32,178.55
"Planetary gearhead GPX 32 LN Ø32 mm, 3-stage",4,231 : 1,75,230,7.55,32,178.55
"Planetary gearhead GPX 32 LN Ø32 mm, 1-stage",1,3.9 : 1,90,140,10.2,32,119.64
"Planetary gearhead GPX 32 LN Ø32 mm, 1-stage",1,5.3 : 1,90,140,10.2,32,119.64
"Planetary gearhead GPX 32 LN Ø32 mm, 2-stage",2.3,16 : 1,78,180,7.92,32,144.18
"Planetary gearhead GPX 32 LN Ø32 mm, 2-stage",2.3,21 : 1,78,180,7.92,32,144.18
"Planetary gearhead GPX 32 LN Ø32 mm, 2-stage",2.3,26 : 1,78,180,7.92,32,144.18
"Planetary gearhead GPX 32 LN Ø32 mm, 2-stage",2.3,28 : 1,78,180,7.92,32,144.18
"Planetary gearhead GPX 32 LN Ø32 mm, 2-stage",2.3,35 : 1,78,180,7.92,32,144.18
"Planetary gearhead GPX 32 LN Ø32 mm, 3-stage",4,62 : 1,75,230,7.55,32,178.55
"Planetary gearhead GPX 32 LN Ø32 mm, 3-stage",4,83 : 1,75,230,7.55,32,178.55
"Planetary gearhead GPX 32 LZ Ø32 mm, 3-stage",5,103 : 1,75,230,7.55,32,191.18
"Planetary gearhead GPX 32 LZ Ø32 mm, 3-stage",5,111 : 1,75,230,7.55,32,191.18
"Planetary gearhead GPX 32 LZ Ø32 mm, 3-stage",5,138 : 1,75,230,7.55,32,191.18
"Planetary gearhead GPX 32 LZ Ø32 mm, 3-stage",5,150 : 1,75,230,7.55,32,191.18
"Planetary gearhead GPX 32 LZ Ø32 mm, 3-stage",5,172 : 1,75,230,7.55,32,191.18
"Planetary gearhead GPX 32 LZ Ø32 mm, 3-stage",5,186 : 1,75,230,7.55,32,191.18
"Planetary gearhead GPX 32 LZ Ø32 mm, 3-stage",5,231 : 1,75,230,7.55,32,191.18
"Planetary gearhead GPX 32 LZ Ø32 mm, 2-stage",2.9,16 : 1,78,180,7.92,32,156.82
"Planetary gearhead GPX 32 LZ Ø32 mm, 2-stage",2.9,21 : 1,78,180,7.92,32,156.82
"Planetary gearhead GPX 32 LZ Ø32 mm, 2-stage",2.9,26 : 1,78,180,7.92,32,156.82
"Planetary gearhead GPX 32 LZ Ø32 mm, 2-stage",2.9,28 : 1,78,180,7.92,32,156.82
"Planetary gearhead GPX 32 LZ Ø32 mm, 2-stage",2.9,35 : 1,78,180,7.92,32,156.82
"Planetary gearhead GPX 32 LZ Ø32 mm, 3-stage",5,62 : 1,75,230,7.55,32,191.18
"Planetary gearhead GPX 32 LZ Ø32 mm, 3-stage",5,83 : 1,75,230,7.55,32,191.18
"Planetary gearhead GPX 32 UP Ø32 mm, 3-stage",10.4,103 : 1,90,290,10.8,32,370.64
"Planetary gearhead GPX 32 UP Ø32 mm, 3-stage",10.4,111 : 1,90,290,10.8,32,370.64
"Planetary gearhead GPX 32 UP Ø32 mm, 3-stage",10.4,138 : 1,90,290,10.8,32,370.64
"Planetary gearhead GPX 32 UP Ø32 mm, 3-stage",10.4,150 : 1,90,290,10.8,32,370.64
"Planetary gearhead GPX 32 UP Ø32 mm, 3-stage",10.4,172 : 1,90,290,10.8,32,370.64
"Planetary gearhead GPX 32 UP Ø32 mm, 3-stage",10.4,186 : 1,90,290,10.8,32,370.64
"Planetary gearhead GPX 32 UP Ø32 mm, 3-stage",10.4,231 : 1,90,290,10.8,32,370.64
"Planetary gearhead GPX 32 UP Ø32 mm, 4-stage",12.6,243 : 1,87,350,11.5,32,410
"Planetary gearhead GPX 32 UP Ø32 mm, 4-stage",12.6,326 : 1,87,350,11.5,32,410
"Planetary gearhead GPX 32 UP Ø32 mm, 1-stage",2.2,3.9 : 1,96,160,10.1,32,269.18
"Planetary gearhead GPX 32 UP Ø32 mm, 4-stage",12.6,406 : 1,87,350,11.5,32,410
"Planetary gearhead GPX 32 UP Ø32 mm, 4-stage",12.6,439 : 1,87,350,11.5,32,410
"Planetary gearhead GPX 32 UP Ø32 mm, 4-stage",12.6,546 : 1,87,350,11.5,32,410
"Planetary gearhead GPX 32 UP Ø32 mm, 4-stage",12.6,590 : 1,87,350,11.5,32,410
"Planetary gearhead GPX 32 UP Ø32 mm, 1-stage",2.2,5.3 : 1,96,160,10.1,32,269.18
"Planetary gearhead GPX 32 UP Ø32 mm, 4-stage",12.6,679 : 1,87,350,11.5,32,410
"Planetary gearhead GPX 32 UP Ø32 mm, 4-stage",12.6,734 : 1,87,350,11.5,32,410
"Planetary gearhead GPX 32 UP Ø32 mm, 4-stage",12.6,794 : 1,87,350,11.5,32,410
"Planetary gearhead GPX 32 UP Ø32 mm, 4-stage",12.6,913 : 1,87,350,11.5,32,410
"Planetary gearhead GPX 32 UP Ø32 mm, 4-stage",12.6,987 : 1,87,350,11.5,32,410
"Planetary gearhead GPX 32 UP Ø32 mm, 4-stage",12.6,1135 : 1,87,350,11.5,32,410
"Planetary gearhead GPX 32 UP Ø32 mm, 4-stage",12.6,1227 : 1,87,350,11.5,32,410
"Planetary gearhead GPX 32 UP Ø32 mm, 4-stage",12.6,1526 : 1,87,350,11.5,32,410
"Planetary gearhead GPX 32 UP Ø32 mm, 2-stage",4.8,16 : 1,93,230,9.89,32,327.27
"Planetary gearhead GPX 32 UP Ø32 mm, 2-stage",4.8,21 : 1,93,230,9.89,32,327.27
"Planetary gearhead GPX 32 UP Ø32 mm, 2-stage",4.8,26 : 1,93,230,9.89,32,327.27
"Planetary gearhead GPX 32 UP Ø32 mm, 2-stage",4.8,28 : 1,93,230,9.89,32,327.27
"Planetary gearhead GPX 32 UP Ø32 mm, 2-stage",4.8,35 : 1,93,230,9.89,32,327.27
"Planetary gearhead GPX 32 UP Ø32 mm, 3-stage",10.4,62 : 1,90,290,10.8,32,370.64
"Planetary gearhead GPX 32 UP Ø32 mm, 3-stage",10.4,83 : 1,90,290,10.8,32,370.64
"Planetary gearhead GPX 37 Ø37 mm, 3-stage",9.3,103 : 1,75,410,11.9,37,213.18
"Planetary gearhead GPX 37 Ø37 mm, 3-stage",9.3,111 : 1,75,410,11.9,37,213.18
"Planetary gearhead GPX 37 Ø37 mm, 3-stage",9.3,138 : 1,75,410,11.9,37,213.18
"Planetary gearhead GPX 37 Ø37 mm, 3-stage",9.3,150 : 1,75,410,11.9,37,213.18
"Planetary gearhead GPX 37 Ø37 mm, 3-stage",9.3,172 : 1,75,410,11.9,37,213.18
"Planetary gearhead GPX 37 Ø37 mm, 3-stage",9.3,186 : 1,75,410,11.9,37,213.18
"Planetary gearhead GPX 37 Ø37 mm, 3-stage",9.3,231 : 1,75,410,11.9,37,213.18
"Planetary gearhead GPX 37 Ø37 mm, 1-stage",2.3,3.9 : 1,90,230,17.5,37,147.82
"Planetary gearhead GPX 37 Ø37 mm, 2-stage",5.4,16 : 1,80,310,11.5,37,178.36
"Planetary gearhead GPX 37 Ø37 mm, 2-stage",5.4,26 : 1,80,310,11.5,37,178.36
"Planetary gearhead GPX 37 Ø37 mm, 3-stage",9.3,62 : 1,75,410,11.9,37,213.18
"Planetary gearhead GPX 37 Ø37 mm, 3-stage",9.3,83 : 1,75,410,11.9,37,213.18
"Planetary gearhead GPX 37 LZ Ø37 mm, 3-stage",7.4,103 : 1,75,410,11.9,37,227.73
"Planetary gearhead GPX 37 LZ Ø37 mm, 3-stage",7.4,111 : 1,75,410,11.9,37,227.73
"Planetary gearhead GPX 37 LZ Ø37 mm, 3-stage",7.4,138 : 1,75,410,11.9,37,227.73
"Planetary gearhead GPX 37 LZ Ø37 mm, 3-stage",7.4,150 : 1,75,410,11.9,37,227.73
"Planetary gearhead GPX 37 LZ Ø37 mm, 3-stage",7.4,150 : 1,75,410,11.9,37,227.73
"Planetary gearhead GPX 37 LZ Ø37 mm, 3-stage",7.4,186 : 1,75,410,11.9,37,227.73
"Planetary gearhead GPX 37 LZ Ø37 mm, 3-stage",7.4,231 : 1,75,410,11.9,37,227.73
"Planetary gearhead GPX 37 LN Ø37 mm, 1-stage",1.85,3.9 : 1,90,230,17.5,37,162.36
"Planetary gearhead GPX 37 LN Ø37 mm, 2-stage",4.3,16 : 1,80,310,11.5,37,192.91
"Planetary gearhead GPX 37 LN Ø37 mm, 2-stage",4.3,26 : 1,80,310,11.5,37,192.91
"Planetary gearhead GPX 37 LZ Ø37 mm, 3-stage",7.4,62 : 1,75,410,11.9,37,227.73
"Planetary gearhead GPX 37 LZ Ø37 mm, 3-stage",7.4,83 : 1,75,410,11.9,37,227.73
"Planetary gearhead GPX 37 LZ Ø37 mm, 3-stage",9.3,103 : 1,75,410,11.9,37,240.36
"Planetary gearhead GPX 37 LZ Ø37 mm, 3-stage",9.3,111 : 1,75,410,11.9,37,240.36
"Planetary gearhead GPX 37 LZ Ø37 mm, 3-stage",9.3,138 : 1,75,410,11.9,37,240.36
"Planetary gearhead GPX 37 LZ Ø37 mm, 3-stage",9.3,150 : 1,75,410,11.9,37,240.36
"Planetary gearhead GPX 37 LZ Ø37 mm, 3-stage",9.3,172 : 1,75,410,11.9,37,240.36
"Planetary gearhead GPX 37 LZ Ø37 mm, 3-stage",9.3,186 : 1,75,410,11.9,37,240.36
"Planetary gearhead GPX 37 LZ Ø37 mm, 3-stage",9.3,231 : 1,75,410,11.9,37,240.36
"Planetary gearhead GPX 37 LZ Ø37 mm, 2-stage",5.4,16 : 1,80,310,11.5,37,205.55
"Planetary gearhead GPX 37 LZ Ø37 mm, 2-stage",5.4,26 : 1,80,310,11.5,37,205.55
"Planetary gearhead GPX 37 LZ Ø37 mm, 3-stage",9.3,62 : 1,75,410,11.9,37,240.36
"Planetary gearhead GPX 37 LZ Ø37 mm, 3-stage",9.3,83 : 1,75,410,11.9,37,240.36
"Planetary gearhead GPX 42 Ø42 mm, 1-stage",3,3.5 : 1,90,260,14,42,212.73
"Planetary gearhead GPX 42 Ø42 mm, 1-stage",3,4.3 : 1,90,260,14,42,212.73
"Planetary gearhead GPX 42 Ø42 mm, 2-stage",7.5,12 : 1,81,360,5,42,238.45
"Planetary gearhead GPX 42 Ø42 mm, 2-stage",7.5,15 : 1,81,360,5,42,238.45
"Planetary gearhead GPX 42 Ø42 mm, 2-stage",7.5,19 : 1,81,360,5,42,238.45
"Planetary gearhead GPX 42 Ø42 mm, 2-stage",7.5,21 : 1,81,360,5,42,238.45
"Planetary gearhead GPX 42 Ø42 mm, 2-stage",7.5,26 : 1,81,360,15,42,238.45
"Planetary gearhead GPX 42 Ø42 mm, 3-stage",15,43 : 1,72,460,5,42,264.09
"Planetary gearhead GPX 42 Ø42 mm, 3-stage",15,53 : 1,72,460,5,42,264.09
"Planetary gearhead GPX 42 Ø42 mm, 3-stage",15,66 : 1,72,460,5,42,264.09
"Planetary gearhead GPX 42 Ø42 mm, 3-stage",15,74 : 1,72,460,5,42,264.09
"Planetary gearhead GPX 42 Ø42 mm, 3-stage",15,81 : 1,72,460,5,42,264.09
"Planetary gearhead GPX 42 Ø42 mm, 3-stage",15,113 : 1,72,460,5,42,264.09
"Planetary gearhead GPX 42 Ø42 mm, 3-stage",15,126 : 1,72,460,5,42,264.09
"Planetary gearhead GPX 42 Ø42 mm, 3-stage",15,156 : 1,72,460,15,42,264.09
"Planetary gearhead GPX 42 Ø42 mm, 4-stage",15,150 : 1,64,560,5,42,289.82
"Planetary gearhead GPX 42 Ø42 mm, 4-stage",15,186 : 1,64,560,5,42,289.82
"Planetary gearhead GPX 42 Ø42 mm, 4-stage",15,230 : 1,64,560,5,42,289.82
"Planetary gearhead GPX 42 Ø42 mm, 4-stage",15,257 : 1,64,560,5,42,289.82
"Planetary gearhead GPX 42 Ø42 mm, 4-stage",15,285 : 1,64,560,5,42,289.82
"Planetary gearhead GPX 42 Ø42 mm, 4-stage",15,319 : 1,64,560,5,42,289.82
"Planetary gearhead GPX 42 Ø42 mm, 4-stage",15,353 : 1,64,560,5,42,289.82
"Planetary gearhead GPX 42 Ø42 mm, 4-stage",15,394 : 1,64,560,5,42,289.82
"Planetary gearhead GPX 42 Ø42 mm, 4-stage",15,441 : 1,64,560,5,42,289.82
"Planetary gearhead GPX 42 Ø42 mm, 4-stage",15,488 : 1,64,560,5,42,289.82
"Planetary gearhead GPX 42 Ø42 mm, 4-stage",15,546 : 1,64,560,5,42,289.82
"Planetary gearhead GPX 42 Ø42 mm, 4-stage",15,676 : 1,64,560,5,42,289.82
"Planetary gearhead GPX 42 Ø42 mm, 4-stage",15,756 : 1,64,560,5,42,289.82
"Planetary gearhead GPX 42 Ø42 mm, 4-stage",15,936 : 1,64,560,15,42,289.82
